co_carta_consulta,no_projeto,sg_projeto,sg_fonte,va_dolar,no_unidade_federal,co_sujeito,no_tecnico,no_setor,informacoes,fase,dt_assinatura,dt_ultimo_desembolso_vigente,no_abrangencia_nacional,aggregation,tipo_operacao,co_executor,no_executor
"59095","Programa de Desenvolvimento Ambiental da Bahia - PDA","PDA BAHIA","BID","1.0E7","Estado da Bahia","839","Tânia Delfino Ribeiro","Gestão Ambiental","(61) 2020-4819","Em execução","27/06/2012 00:00","27/06/2016 00:00","Estadual","2272","Financiamento","681","Secretaria de Meio Ambiente e Recursos Hidricos do Estado da Bahia"
"58469","Programa de Desenvolvimento da Criança e Adolescente - BA","AÇÃO CRIANÇA - BA","BID","6.0E7","Estado da Bahia","839","Neuseli Ayres do Couto Castanheira","Educação","(61) 2020-4818","Arquivado","","","Estadual","2272","Financiamento","0",""
"59000","Programa de Fortalecimento da Atividade Empresarial - BA","ARRANJOS PROD. - BA","BID","1.0E7","Estado da Bahia","839","Camila Medina Chagas","Administração"," ","Em execução","07/07/2006 00:00","04/11/2014 00:00","Estadual","2272","Financiamento","748","Secretaria Extraordinária de Ciência, Tecnlogia e Inovação do Estado da Bahia"
"59920","Programa de Fortalecimento do SUS na Região Metropolitana de Salvador ","PROSUS","BID","2.0E8","Estado da Bahia","839","Camila Medina Chagas","Saúde"," ","Aguardando Assinatura","","","Estadual","2272","Financiamento","714","Secretaria de Saúde do Estado da Bahia"
"57748","Programa de Infra-Estrutura Rodoviária do Estado da Bahia","RODOVIAS BA","BID","1.47E8","Estado da Bahia","839","Antônio Sabino da Costa Filho","Transporte","","Finalizada","09/02/1994 00:00","09/08/1998 00:00","Estadual","2272","Financiamento","367","Departamento de Infra-estrutura de Transportes da Bahia - DERBA"
"58348","Programa de Integração dos Corredores Rodoviários do Estado da Bahia","RODOVIAS BA II","BID","1.46E8","Estado da Bahia","839","Humberto Leite Freitas Filho","Transporte","(61) 2020-4837","Finalizada","27/12/1999 00:00","27/06/2008 00:00","Estadual","2272","Financiamento","367","Departamento de Infra-estrutura de Transportes da Bahia - DERBA"
"59793","Programa de Modernização e Fortalecimento de Gestão Fiscal do Estado da Bahia","PROFISCO - BAHIA","BID","4.527E7","Estado da Bahia","839","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Em execução","17/12/2013 00:00","17/12/2018 00:00","Estadual","2272","Financiamento","577","Secretaria da Fazenda do Estado da Bahia"
"58974","Programa de Modernização e Transparência da Gestão Fiscal do Estado da Bahia"," PROMOSEFAZ","BID","1.2E7","Estado da Bahia","839","Isis Smidt Lara Resende","Administração","(61) 2020-4832","Finalizada","07/07/2006 00:00","07/07/2012 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"59736","Programa Nacional de Desenvolvimento do Turismo na Bahia","PRODETUR NACIONAL - BA","BID","5.0822905E7","Estado da Bahia","839","Rosangela Moreira Castelo Branco","Comércio e Serviços","(61) 2020-4809","Em execução","23/04/2014 00:00","23/04/2019 00:00","Estadual","2272","Financiamento","718","Secretaria de Turismo do Estado da Bahia"
"59490","Programa de Transferência de Tecnologia para Gestão Ecoeficiente: Cadeias de Fornecedores de Médias e Pequenas Empresas nas Regiões Norte e Nordeste do Brasil","Doação/Projeto Vínculos","BID","1000000.0","Estado da Bahia","865","Leny Maria Corazza","Ciência e Tecnologia","(61) 2020-4358","Arquivado","","","Estadual","2272","Doação","390","Federação das Indústrias do Estado da Bahia - Intituto Euvaldo Lodi - FIEB/IEL"
"58218","Bahia R/D II","BAHIA II","BIRD","6.78E7","Estado da Bahia","839","Antônio Sabino da Costa Filho","Energia","","Finalizada","23/05/1983 00:00","31/12/1989 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"58088","Gerenciamento de Recursos Hídricos no Estado Da Bahia","RECURSOS HÍDRICOS-BA","BIRD","5.1E7","Estado da Bahia","839","Leny Maria Corazza","Gestão Ambiental","(61) 2020-4358","Finalizada","04/12/1997 00:00","30/09/2005 00:00","Estadual","2272","Financiamento","681","Secretaria de Meio Ambiente e Recursos Hidricos do Estado da Bahia"
"57888","PRODUR/BA - Programa de Desenvolvimento Urbano e Regional da Bahia","PRODUR - BA","BIRD","1.0E8","Estado da Bahia","839","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Finalizada","28/04/1997 00:00","30/09/2004 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"59583","Programa com Enfoque Setorial Amplo das Áreas de Saúde e Recursos Hídricos do Estado da Bahia","SWAP BAHIA","BIRD","6.0E7","Estado da Bahia","839","Camila Medina Chagas","Saúde"," ","Em execução","18/07/2012 00:00","31/12/2015 00:00","Estadual","2272","Financiamento","644","Secretaria de Estado de Planejamento do Acre"
"58870","Programa de Desenvolvimento Florestal Integrado para a Bahia","DESENV. FLORESTAL BAHIA","BIRD","1.146E8","Estado da Bahia","839","Antônio Sabino da Costa Filho","Administração","","Arquivado","","","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"59863","Programa de Inclusão e Desenvolvimento Sócioeconômico do Estado da Bahia","Proinclusão - DPL  BA","BIRD","7.0E8","Estado da Bahia","839","Leny Maria Corazza","Encargos Especiais","(61) 2020-4358","Em execução","18/12/2012 00:00","31/12/2014 00:00","Estadual","2272","Financiamento","577","Secretaria da Fazenda do Estado da Bahia"
"59162","Programa de Restauração e Manutenção de Rodovias - PREMAR","MANUT. RODOVIAS-PREMAR","BIRD","1.0E8","Estado da Bahia","839","Humberto Leite Freitas Filho","Transporte","(61) 2020-4837","Finalizada","10/09/2007 00:00","30/09/2013 00:00","Estadual","2272","Financiamento","367","Departamento de Infra-estrutura de Transportes da Bahia - DERBA"
"59978","Programa de Restauração e Manutenção de Rodovias Estaduais da Bahia - PREMAR - 2ª Etapa","PREMAR II","BIRD","2.0E8","Estado da Bahia","839","Humberto Leite Freitas Filho","Transporte","(61) 2020-4837","Em preparação","","","Estadual","2272","Financiamento","367","Departamento de Infra-estrutura de Transportes da Bahia - DERBA"
"59096","Projeto de  Gerenciamento de Recursos Hídricos do Estado da Bahia - FASE II - 1ª Etapa","PGRH II - BA / 1ª ETAPA","BIRD","2.1E7","Estado da Bahia","839","Leny Maria Corazza","Gestão Ambiental","(61) 2020-4358","Arquivado","","","Estadual","2272","Financiamento","681","Secretaria de Meio Ambiente e Recursos Hidricos do Estado da Bahia"
"59099","Projeto de  Gerenciamento de Recursos Hídricos do Estado da Bahia - Fase II - 2ª Etapa","PGRH II - BA / 2ª ETAPA","BIRD","5.1E7","Estado da Bahia","839","Leny Maria Corazza","Gestão Ambiental","(61) 2020-4358","Arquivado","","","Estadual","2272","Financiamento","681","Secretaria de Meio Ambiente e Recursos Hidricos do Estado da Bahia"
"58725","Projeto de Combate à Pobreza Rural da Bahia - Produzir II - 1ª FASE","PCPR - BA III -1ª FASE","BIRD","5.435E7","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","29/10/2001 00:00","30/06/2005 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"58754","Projeto de Combate à Pobreza Rural da Bahia - PRODUZIR II - 2ª Fase","PCPR-BA III -2ª FASE","BIRD","5.435E7","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","14/12/2005 00:00","31/07/2010 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"57767","Projeto de Combate à Pobreza Rural do Estado da Bahia - Projeto Produzir I","PCPR - BA II","BIRD","1.05E8","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","16/07/1995 00:00","30/06/2001 00:00","Estadual","2272","Financiamento","328","Companhia de Desenvolvimento Urbano do Estado da Bahia - CONDER"
"59009","Projeto de Desenvolvimento Integrado em Áreas Urbanas Carentes no Estado da Bahia  - VIVER MELHOR -  fase II","VIVER MELHOR II - 2ª FASE","BIRD","4.9296E7","Estado da Bahia","839","Humberto Leite Freitas Filho","Urbanismo","(61) 2020-4837","Finalizada","","30/11/2012 00:00","Estadual","2272","Financiamento","328","Companhia de Desenvolvimento Urbano do Estado da Bahia - CONDER"
"58092","Projeto de Desenvolvimento Integrado em Áreas Urbanas Carentes no Estado da Bahia - VIVER MELHOR - fase I","VIVER MELHOR - 1ª FASE","BIRD","4.9296E7","Estado da Bahia","839","Humberto Leite Freitas Filho","Urbanismo","(61) 2020-4837","Finalizada","07/04/2006 00:00","31/10/2013 00:00","Estadual","2272","Financiamento","608","Secretaria de Desenvolvimento Urbano do Estado da Bahia "
"123","Projeto de Desenvolvimento Rural Sustentável do Estado da Bahia","PDRS","BIRD","1.5E8","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Em execução","29/08/2014 00:00","31/05/2021 00:00","Estadual","2272","Financiamento","325","Companhia de Desenvolvimento e Ação Regional - CAR/SEPLAN-BA"
"58546","Projeto de Educação do Estado da Bahia - 1ª FASE","EDUCAÇÃO BA - 1ª FASE","BIRD","6.96E7","Estado da Bahia","839","Neuseli Ayres do Couto Castanheira","Educação","(61) 2020-4818","Finalizada","12/02/2001 00:00","30/06/2003 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"58755","Projeto de Educação do Estado da Bahia - Segunda Fase","EDUCAÇÃO BA - 2ª FASE","BIRD","6.0E7","Estado da Bahia","839","Neuseli Ayres do Couto Castanheira","Educação","(61) 2020-4818","Finalizada","15/12/2003 00:00","30/06/2007 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"58379","Projeto de Reorganização do Sistema Estadual de Saúde da Bahia - 1ª Fase","SAÚDE BAHIA - 1ª FASE","BIRD","3.0E7","Estado da Bahia","839","Manuella Damasceno Louzada","Saúde","","Finalizada","26/08/2003 00:00","31/08/2009 00:00","Estadual","2272","Financiamento","714","Secretaria de Saúde do Estado da Bahia"
"58723","Projeto de Reorganização do Sistema Estadual de Saúde da Bahia - 2ª Fase","SAÚDE BAHIA - 2ª FASE","BIRD","3.0E7","Estado da Bahia","839","Manuella Damasceno Louzada","Saúde","","Arquivado","","","Estadual","2272","Financiamento","714","Secretaria de Saúde do Estado da Bahia"
"59511","Projeto Integrado do Estado da Bahia: Pobreza Rural - Proj. de Combate à Pobreza Rural no Interior do Estado da Bahia - PRODUZIR III","PCPR-PRODUZIR III-BA","BIRD","3.0E7","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","09/12/2010 00:00","31/01/2014 00:00","Estadual","2272","Financiamento","325","Companhia de Desenvolvimento e Ação Regional - CAR/SEPLAN-BA"
"59693","DOAÇÃO - Fortalecendo a Auditoria Subnacional Brasileira","DOAÇÃO AUDITORIA -TCE/BA","WB-IDF","400000.0","Estado da Bahia","839","Marcus Cesar Ribeiro Barretto","Administração","Tel. (61) 2020-4855","Finalizada","14/12/2009 00:00","14/04/2013 00:00","Estadual","2272","Doação","817","Tribunal de Contas do Estado da Bahia - TCE/BA"
"58526","Conservação do Centro de Endemismo da Mata Atlantica do Sul da Bahia","CENTRO ENDEMISMO","GEF","710000.0","Estado da Bahia","839","Antônio Sabino da Costa Filho","Gestão Ambiental","","Arquivado","","","Estadual","2272","Doação","0",""
"57911","Desenvolvimento Comunitário da Região do Rio Gavião","FIDA - BA","FIDA","2.01E7","Estado da Bahia","839","Leny Maria Corazza","Gestão Ambiental","(61) 2020-4358","Finalizada","09/08/1996 00:00","31/12/2005 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"59369","Doação - Projeto Piloto de Produção de Biodiesel","Doação Biodiesel - BA","FIDA","500000.0","Estado da Bahia","839","Leny Maria Corazza","Energia","(61) 2020-4358","Finalizada","31/07/2008 00:00","31/03/2013 00:00","Estadual","2272","Doação","190","Governo do Estado da Bahia"
"59178","Projeto de Desenvolvimento de Comunidades Rurais nas Áreas Mais Carentes do Estado da Bahia-PRODECAR","PRODECAR","FIDA","3.0E7","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Finalizada","05/07/2006 00:00","31/12/2012 00:00","Estadual","2272","Financiamento","325","Companhia de Desenvolvimento e Ação Regional - CAR/SEPLAN-BA"
"59914","Projeto de Desenvolvimento Rural Sustentável na Região Semiárida da Bahia","Pró-semiárido","FIDA","5.0E7","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Em execução","20/08/2014 00:00","30/09/2020 00:00","Estadual","2272","Financiamento","325","Companhia de Desenvolvimento e Ação Regional - CAR/SEPLAN-BA"
"59690","Doação - Projeto para inclusão de Comunidades Quilombolas - Bahia","DOAÇÃO QUILOMBOLA- BA","BIRD/JSDF","877614.0","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Em execução","07/07/2009 00:00","16/07/2014 00:00","Estadual","2272","Doação","325","Companhia de Desenvolvimento e Ação Regional - CAR/SEPLAN-BA"
"58591","Associação de Pequenos Agricultores do Estado-BA","DOAÇÃO FUM AGRIC - BA","BID/FUMIN","0.0","Estado da Bahia","839","Leny Maria Corazza","Agricultura","(61) 2020-4358","Arquivado","","","Estadual","2272","Financiamento","0",""
"58520","Centro de Iniciação Técnica e Tecnológica para Jovens","DOAÇÃO FUMIN - BA","BID/FUMIN","5150000.0","Estado da Bahia","839","Cadmo Soares Gomes","Administração","","Finalizada","30/10/1998 00:00","","Estadual","2272","Doação","0",""
"58387","Doação - Padronização e Normatização do Setor Turismo - BA","DOAÇÃO FUM TURISMO","BID/FUMIN","1675000.0","Estado da Bahia","839","Rosangela Moreira Castelo Branco","Comércio e Serviços","(61) 2020-4809","Finalizada","05/11/2002 00:00","05/08/2008 00:00","Estadual","2272","Doação","0",""
"58727","Projeto de Apoio Técnico e Social Nna Área do Ribeirão Azul","RIBEIRA AZUL","ITALIA","5000000.0","Estado da Bahia","839","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Arquivado","","","Estadual","2272","Doação","190","Governo do Estado da Bahia"
"59370","Doação - Preparação do Projeto de Gerenciamento de Recursos Hídricos - PGRH II","Doação PHRD/PGRH II  - BA","WB-JG","978000.0","Estado da Bahia","839","Leny Maria Corazza","Gestão Ambiental","(61) 2020-4358","Finalizada","12/09/2006 00:00","30/06/2009 00:00","Estadual","2272","Doação","681","Secretaria de Meio Ambiente e Recursos Hidricos do Estado da Bahia"
"58817","Doação - Projeto de Reorganização do Sistema de Saúde do Estado da Bahia","DOAÇÃO SAÚDE - BA","WB-JG","200000.0","Estado da Bahia","839","Manuella Damasceno Louzada","Saúde","","Finalizada","26/06/2001 00:00","31/03/2003 00:00","Estadual","2272","Doação","714","Secretaria de Saúde do Estado da Bahia"
"58100","Doação para o Programa de Urbanização e Desenvolvimento Integral de Áreas Carentes","Viver Melhor II - Doação","WB-JG","990000.0","Estado da Bahia","839","Wanda Dias Fonseca Taquary","Urbanismo","(61) 2020-4847","Finalizada","15/12/2003 00:00","15/09/2005 00:00","Estadual","2272","Doação","328","Companhia de Desenvolvimento Urbano do Estado da Bahia - CONDER"
"58738","Doação Produzir II","DOAÇÃO PRODUZIR II","WB-JG","300000.0","Estado da Bahia","839","Antônio Sabino da Costa Filho","Agricultura","","Arquivado","","","Estadual","2272","Doação","190","Governo do Estado da Bahia"
"58133","Programa de Desenvolvimento Urbano do Est. BA - Produr","DOAÇÃO PRODUR","WB-JG","263000.0","Estado da Bahia","839","Antônio Sabino da Costa Filho","Urbanismo","","Finalizada","","31/12/1997 00:00","Estadual","2272","Doação","190","Governo do Estado da Bahia"
"58077","Projeto de Gerenciamento de Recursos Hídricos - BA","DOAÇÃO REC. HIDR.-BA","WB-JG","940000.0","Estado da Bahia","839","Antônio Sabino da Costa Filho","Gestão Ambiental","","Finalizada","","31/10/1997 00:00","Estadual","2272","Doação","681","Secretaria de Meio Ambiente e Recursos Hidricos do Estado da Bahia"
"58410","Saneamento Básico no Estado da Bahia - 2ª FASE","SANEAMENTO BA - 2ª FASE","KfW","8149000.0","Estado da Bahia","839","Necy Yonamine","Saneamento","(61) 2020-4811","Finalizada","26/05/1997 00:00","31/12/2001 00:00","Estadual","2272","Financiamento","190","Governo do Estado da Bahia"
"58822","Projeto Piloto p/ Sistemas de Abastecimento de Água Em Zona Rural do Semi-Árido","DOAÇÃO ÁGUA - BA","T.D.A","400000.0","Estado da Bahia","839","Antônio Sabino da Costa Filho","Saneamento","","Arquivado","","","Estadual","2272","Doação","190","Governo do Estado da Bahia"
"59958","Programa de Fortalecimento da Gestão Pública para o Estado da Bahia","PROGEST BAHIA","BID","5.0E7","Estado da Bahia","839","Vitor de Lima Magalhães","Administração","(61) 2020-4387","Aguardando Assinatura","","","Estadual","2272","Financiamento","1396","Secretaria da Administração do Estado da Bahia - SAEB"
"59958","Programa de Fortalecimento da Gestão Pública para o Estado da Bahia","PROGEST BAHIA","BID","5.0E7","Estado da Bahia","839","Vitor de Lima Magalhães","Administração","(61) 2020-4387","Aguardando Assinatura","","","Estadual","2272","Financiamento","1397","Secretaria do Planejamento do Estado da Bahia - SEPLAN"
"60040","PROGRAMA DE INCLUSÃO E DESENVOLVIMENTO SOCIOECONÔMICO DO ESTADO DA BAHIA 2ª Etapa","PROINCLUSÃO II","BIRD","4.0E8","Estado da Bahia","839","Rosangela Moreira Castelo Branco","Encargos Especiais","(61) 2020-4809","Em execução","14/08/2014 00:00","31/01/2016 00:00","Estadual","2272","Financiamento","577","Secretaria da Fazenda do Estado da Bahia"
